,feature,class
1407,"[-4.1776865e+02  1.9833841e+02 -4.5256538e+01  1.6569000e+01
  4.4138210e+01 -2.4007967e+01 -3.2589647e-01  1.1276633e+01
 -2.2447094e+01 -1.7060292e+00  8.1164074e+00 -1.1117616e+01
  3.6502399e+00  7.2975245e+00 -7.6566792e+00  3.8137871e-01
 -7.3517489e-01 -1.0950817e+01 -3.8581522e+00 -2.8841076e+00
 -3.7894001e+00  4.2014256e+00  4.3511331e-01 -3.0076785e+00
  1.9901714e+00 -1.3132335e+00 -3.4307319e-01  6.7413368e+00
  3.9521947e+00  2.8454237e+00  3.9869196e+00 -1.3506776e+00
 -2.8423405e-01  2.4531875e+00 -2.0180140e+00 -4.5617712e-01
  2.2763278e+00 -1.7137803e+00 -8.8201082e-01  3.3380526e-01]",aman
1408,"[-432.6354      208.76839     -47.71424      17.486177     47.73441
  -22.09069       1.9000533    11.650058    -24.574558     -2.2171972
    9.207465    -11.060518      1.5409244     3.4992218   -11.125211
   -2.5573802    -4.1975193   -14.0540905    -6.8000674    -6.3136296
   -6.1066775     2.6825473    -1.4356635    -4.180125      0.459353
   -3.8512628    -0.7248629     8.703054      6.0519967     5.6026287
    6.899551      0.5807085     1.7435075     3.9079103    -1.8678449
    0.63045883    4.0659122    -1.1729678    -0.49151716    0.73746336]",aman
1409,"[-4.2258878e+02  2.0069325e+02 -4.2440678e+01  1.2816068e+01
  4.8382431e+01 -1.9026642e+01 -1.1142274e+00  1.6032799e+01
 -2.0208126e+01 -5.9815984e+00  9.0075750e+00 -1.1892661e+01
 -6.9529700e-01  9.3248701e+00 -6.2540708e+00  8.8489139e-01
  5.5368423e+00 -7.7911596e+00 -2.9726336e+00 -1.6238073e+00
 -1.1718959e+01 -2.5910087e+00  3.1796958e+00 -4.4272914e+00
  1.2327508e+00  3.8322005e+00 -4.6084418e+00 -1.2209109e+00
  2.4475954e+00 -1.0379076e+00  4.1541433e+00  6.8627315e+00
  1.0664352e+00  2.0951803e+00  3.6721575e+00 -5.1115614e-01
 -3.6113787e-01  9.6502155e-01 -8.3604538e-01 -2.8127721e-01]",aman
1410,"[-4.1926303e+02  1.9928053e+02 -4.7267056e+01  1.4668099e+01
  4.2657337e+01 -2.8020451e+01 -3.5275877e+00  1.1054484e+01
 -2.2465897e+01  1.8570684e-01  1.1716481e+01 -1.0191783e+01
  3.9563551e+00  7.1923447e+00 -1.1885519e+01 -2.9899931e+00
 -8.9974678e-01 -1.1714455e+01 -6.6278107e-02  4.9261255e+00
 -3.0970523e+00  1.0010701e+00  7.3795891e-01 -3.0098777e+00
  4.1200452e+00  5.6108794e+00  2.7782028e+00  4.5987477e+00
  4.0182474e-01 -2.9419503e+00  1.0998975e+00  6.0742092e-01
 -1.3687062e+00  2.1474183e-01 -8.0597621e-01 -1.8850963e+00
 -1.6577795e+00 -3.3406751e+00 -3.6529114e+00 -2.8811538e+00]",aman
1411,"[-4.2648111e+02  2.0175902e+02 -4.6353897e+01  1.6607840e+01
  4.4642204e+01 -2.4862684e+01 -3.4130013e-01  1.1360775e+01
 -2.3179644e+01 -1.7489624e+00  8.2564716e+00 -1.1147156e+01
  4.1704445e+00  7.4227042e+00 -7.9528737e+00  6.1372632e-01
 -7.0208967e-01 -1.1391311e+01 -4.1337905e+00 -3.1227050e+00
 -3.8915007e+00  4.1882567e+00  7.1016662e-02 -3.2392831e+00
  1.9770629e+00 -1.6163454e+00 -4.8687971e-01  6.8907475e+00
  3.9549358e+00  2.9386632e+00  4.1303234e+00 -1.3950710e+00
 -2.0319803e-01  2.4536972e+00 -2.3134754e+00 -6.0191387e-01
  2.1705239e+00 -1.9327916e+00 -8.4211594e-01  3.6906424e-01]",aman
1412,"[ 5.58949707e+02  2.08166565e+02 -4.52697601e+01  1.82333698e+01
  4.26284561e+01 -2.66115665e+01  2.10304451e+00  9.54743004e+00
 -2.79005280e+01 -2.55498362e+00  5.95835733e+00 -1.56284685e+01
  2.94594741e+00  5.81918049e+00 -1.07975121e+01  1.16503406e+00
  3.89343709e-01 -1.19766874e+01 -3.89527035e+00 -4.52649832e+00
 -8.60845566e+00  3.14786136e-01 -1.13191426e+00 -2.89332438e+00
  2.91809154e+00 -1.46629620e+00 -9.65123713e-01  5.83663464e+00
  2.58335769e-01 -1.60452902e+00  3.10371137e+00 -6.37878656e-01
 -7.83008218e-01  2.90766168e+00 -2.22935393e-01 -1.20686449e-03
  2.08143234e+00 -1.16913557e+00 -1.49341166e+00 -1.20384526e+00]",aman
1413,"[-4.65912659e+02  2.08325241e+02 -4.12480431e+01  1.65957623e+01
  4.14889984e+01 -2.46178341e+01  1.32904780e+00  8.86713028e+00
 -2.69901447e+01 -3.21788979e+00  5.87999487e+00 -1.49346476e+01
  2.24333191e+00  5.92196369e+00 -1.01147804e+01  6.83796883e-01
  5.14152586e-01 -1.16951370e+01 -4.49149847e+00 -4.35653687e+00
 -8.35371304e+00 -5.29726185e-02 -7.62461543e-01 -2.65957403e+00
  2.55046487e+00 -1.22935140e+00 -8.69227946e-01  5.55805969e+00
  3.88276815e-01 -1.72703457e+00  2.97911429e+00 -2.52857089e-01
 -8.06040883e-01  2.77094769e+00 -1.20806105e-01 -3.38590056e-01
  2.02680898e+00 -7.61270523e-01 -1.62660968e+00 -1.29177487e+00]",aman
1414,"[-4.6652768e+02  2.0887820e+02 -4.1551117e+01  1.6538549e+01
  4.1682079e+01 -2.4784397e+01  1.3998139e+00  8.9411154e+00
 -2.7068907e+01 -3.1309609e+00  5.9306884e+00 -1.4973084e+01
  2.2823849e+00  5.8775077e+00 -1.0182165e+01  6.9909966e-01
  4.6703511e-01 -1.1739136e+01 -4.4880052e+00 -4.4167690e+00
 -8.3776455e+00 -2.2140834e-02 -7.9450953e-01 -2.6825881e+00
  2.5599220e+00 -1.2465035e+00 -8.6150259e-01  5.5591192e+00
  3.5366464e-01 -1.7280414e+00  2.9831662e+00 -2.5886521e-01
 -7.9486781e-01  2.7502995e+00 -1.3362461e-01 -2.9805547e-01
  2.0431061e+00 -7.5241137e-01 -1.5892245e+00 -1.2716773e+00]",aman
1415,"[-4.4782117e+02  2.2112352e+02 -5.4181110e+01  2.7011763e+01
  4.8967239e+01 -3.0868971e+01  3.2815511e+00  8.9427271e+00
 -3.2772629e+01 -3.3913891e+00  3.8860812e+00 -1.8080793e+01
  3.6006169e+00  3.6842587e+00 -1.3810593e+01  3.4700412e-01
  8.5789762e-02 -1.0213652e+01 -4.2720160e+00 -7.8152494e+00
 -7.6410122e+00 -1.4926538e-01 -5.9229870e+00 -1.8101066e+00
  5.5204458e+00 -4.4628587e+00 -1.9878192e+00  6.8682089e+00
 -8.3346611e-01 -9.5934159e-01  4.2279091e+00 -1.2483853e+00
  1.1231818e-02  3.9678535e+00 -8.1591666e-02  6.4996117e-01
  2.2220709e+00 -9.4004655e-01 -1.2871408e+00 -3.2880428e+00]",aman
1416,"[-4.6780203e+02  2.0605841e+02 -3.5671974e+01  1.4057273e+01
  4.5139183e+01 -1.9672981e+01  8.9718479e-01  1.5374987e+01
 -2.3548828e+01 -8.2812939e+00  7.4285269e+00 -1.4817762e+01
 -3.4639511e+00  8.0057259e+00 -8.1749401e+00 -1.5561466e+00
  5.1445780e+00 -7.3333869e+00 -3.5562968e+00 -1.3163608e+00
 -1.1073789e+01 -5.1221304e+00 -1.2236000e+00 -7.4021373e+00
 -5.0590122e-01  2.8738115e+00 -4.7909250e+00 -1.0916282e+00
  3.6190124e+00 -4.1727456e-01  8.8239300e-01  2.3581612e+00
 -7.3376161e-01  5.1582348e-01  1.3019331e+00 -4.9295577e-01
  7.5708634e-01  5.8418173e-01 -4.7088337e-01  1.4400295e+00]",aman
1417,"[-4.7165280e+02  2.0893771e+02 -4.0036839e+01  1.6793640e+01
  4.1464104e+01 -2.4489243e+01  1.1692928e+00  8.3640957e+00
 -2.7254089e+01 -3.2965047e+00  5.7591281e+00 -1.4820928e+01
  2.4931095e+00  5.9204988e+00 -1.0161657e+01  7.9078013e-01
  5.2407175e-01 -1.1852319e+01 -4.6234550e+00 -4.3913932e+00
 -8.4107857e+00 -2.2683059e-01 -8.7251323e-01 -2.5995669e+00
  2.4977512e+00 -1.4627172e+00 -9.4442254e-01  5.6677842e+00
  4.0731099e-01 -1.8101038e+00  2.9405487e+00 -2.1207730e-01
 -6.5136832e-01  3.0375829e+00  9.4034642e-02 -2.9903370e-01
  1.9025935e+00 -1.0289694e+00 -1.8569142e+00 -1.2323425e+00]",aman
1418,"[-4.6543661e+02  2.0843806e+02 -4.2609383e+01  1.3660231e+01
  3.9507706e+01 -2.7447983e+01 -3.0358052e+00  6.5754108e+00
 -2.6169344e+01 -1.3167493e+00  8.0271730e+00 -1.3013590e+01
  3.2389681e+00  5.3544598e+00 -1.2175118e+01 -1.5641693e+00
 -2.0878479e+00 -1.4086644e+01 -2.7993748e+00  1.7358686e-01
 -6.0725775e+00  1.9959444e+00  2.1557255e+00 -3.1862600e+00
  2.3939753e+00  3.1000471e+00  1.0206342e-02  1.1887568e+00
 -6.5263563e-01 -1.4324422e-01  2.5345225e+00  6.4054117e-02
  1.4793848e-01  1.3671408e+00 -1.6681695e+00 -1.7214415e+00
 -1.6020398e+00 -4.1773243e+00 -2.6170425e+00 -1.4775029e+00]",aman
1419,"[ 6.0405994e+02  1.9319994e+02 -3.1994980e+01  1.2566855e+01
  3.6159870e+01 -2.2430416e+01 -2.3668976e+00  6.7125363e+00
 -2.4231188e+01 -4.0059714e+00  7.9282465e+00 -1.0893902e+01
  2.0304205e-02  4.9432616e+00 -8.2939234e+00 -1.6721582e+00
 -1.1912102e+00 -1.0871105e+01 -5.3795252e+00 -3.8580804e+00
 -6.2879982e+00 -1.1111712e-01 -1.3180534e+00 -3.1711702e+00
  1.9870795e+00 -1.4091858e-01 -5.2217036e-01  4.4433513e+00
  1.1841512e+00 -6.2254393e-01  1.9460984e+00 -8.2214075e-01
 -5.3536158e-02  2.4343803e+00 -2.1564488e+00 -2.5643749e+00
  7.3015243e-01 -1.2933278e+00 -1.6401294e+00 -1.0464119e+00]",aman
1420,"[-4.1929187e+02  1.9337798e+02 -2.9661066e+01  1.1662189e+01
  3.5445145e+01 -2.1204914e+01 -2.9005947e+00  6.1225343e+00
 -2.3600061e+01 -4.3629522e+00  7.8027039e+00 -1.0366339e+01
 -3.8457590e-01  4.9464769e+00 -7.7793798e+00 -2.1193006e+00
 -1.3440889e+00 -1.0481789e+01 -5.6918082e+00 -4.0084605e+00
 -6.0619831e+00 -2.9017997e-01 -1.2722499e+00 -3.0244684e+00
  1.6766765e+00 -1.7670242e-01 -3.2247972e-01  4.3869615e+00
  1.2339486e+00 -5.6796134e-01  1.8680863e+00 -7.5595301e-01
 -9.6789256e-02  2.3421991e+00 -2.0521898e+00 -2.6549048e+00
  6.2377340e-01 -1.1367646e+00 -1.7029716e+00 -1.1594158e+00]",aman
1421,"[-4.1980780e+02  1.9368857e+02 -2.9824829e+01  1.1577399e+01
  3.5643013e+01 -2.1335613e+01 -2.9087248e+00  6.1909056e+00
 -2.3723900e+01 -4.3464484e+00  7.8393288e+00 -1.0447334e+01
 -3.8613865e-01  4.9182916e+00 -7.8166771e+00 -2.0548542e+00
 -1.3485575e+00 -1.0523763e+01 -5.6500092e+00 -4.0257025e+00
 -6.1149330e+00 -2.9482353e-01 -1.3202757e+00 -3.0511711e+00
  1.7209468e+00 -1.5203799e-01 -2.9709861e-01  4.4084220e+00
  1.2321718e+00 -5.3027660e-01  1.8967530e+00 -7.6256472e-01
 -5.6397978e-02  2.3690238e+00 -2.0645435e+00 -2.6034391e+00
  6.8999380e-01 -1.1048992e+00 -1.6528062e+00 -1.1350582e+00]",aman
1422,"[-4.1158301e+02  1.9851910e+02 -3.5114189e+01  1.0572803e+01
  3.6710094e+01 -2.3282740e+01 -3.5070488e+00  6.3331151e+00
 -2.5211691e+01 -4.7140670e+00  7.9242554e+00 -1.1673578e+01
 -7.8414297e-01  4.9981947e+00 -8.8923903e+00 -2.7462513e+00
 -1.2588178e+00 -1.0897331e+01 -6.2571464e+00 -4.7135515e+00
 -7.2648196e+00 -1.7254103e+00 -2.7664564e+00 -4.0473433e+00
  1.3884931e+00 -2.4414364e-01 -8.0746733e-02  4.8818378e+00
  1.1657033e+00 -1.2192025e+00  1.0585636e+00 -1.5131395e+00
 -3.3044448e-01  2.4089813e+00 -2.4826245e+00 -3.5015762e+00
 -1.8036942e-01 -1.6078405e+00 -1.7616000e+00 -1.4129997e+00]",aman
1423,"[-4.2365283e+02  1.9371715e+02 -2.5841160e+01  1.0968556e+01
  3.8836689e+01 -1.7144039e+01 -1.7681711e+00  1.1156590e+01
 -2.1659672e+01 -9.0767117e+00  6.6851616e+00 -1.0126414e+01
 -2.3654752e+00  5.6899519e+00 -6.7990251e+00 -8.6907220e-01
  3.0109367e+00 -7.9573412e+00 -3.9099579e+00 -2.6681278e+00
 -1.1077649e+01 -3.9939280e+00 -3.5861529e-02 -6.6596203e+00
 -1.1456401e+00  2.0205052e+00 -4.4279251e+00 -7.1345401e-01
  3.0999084e+00 -6.8554968e-01  1.9007788e+00  3.3847818e+00
 -1.4649369e+00 -3.1002623e-01  2.3334155e+00  3.4980127e-01
  9.9505819e-02 -3.1008616e-01 -1.9679078e+00 -5.9950137e-01]",aman
1424,"[-4.1950726e+02  1.9549535e+02 -3.2482414e+01  8.6500168e+00
  3.4164387e+01 -2.4730982e+01 -6.8912420e+00  5.1737461e+00
 -2.2506845e+01 -1.3530166e+00  1.0295723e+01 -1.1279776e+01
 -4.7629935e-01  5.4900236e+00 -1.1376780e+01 -5.1800637e+00
 -1.7451921e+00 -1.2286915e+01 -3.8470244e+00  1.8231944e+00
 -5.2258739e+00 -5.0522214e-01  2.3915904e+00 -2.0326684e+00
  2.1801226e+00  3.7713969e+00 -2.0537004e-01  1.1397396e+00
  3.6169049e-01 -1.6882038e+00  1.2303450e+00  4.0077424e-01
 -2.7422781e+00 -1.5317563e+00 -9.8872912e-01 -1.5391968e+00
 -1.7516671e+00 -3.5375853e+00 -3.0930452e+00 -1.0404809e+00]",aman
1425,"[-4.2516919e+02  1.9453053e+02 -2.9188770e+01  1.1584854e+01
  3.5350746e+01 -2.1565514e+01 -3.1795111e+00  5.9289069e+00
 -2.3904657e+01 -4.6366754e+00  7.5731320e+00 -1.0399392e+01
 -2.8814507e-01  4.8104506e+00 -7.8423328e+00 -1.9274173e+00
 -1.4323201e+00 -1.0852291e+01 -5.9170308e+00 -4.1525168e+00
 -6.2022419e+00 -3.3519205e-01 -1.2653304e+00 -2.9877081e+00
  1.6265354e+00 -3.9430150e-01 -5.1829606e-01  4.2388778e+00
  1.0858394e+00 -5.5178273e-01  1.9901602e+00 -6.9690973e-01
 -1.1942772e-02  2.4162061e+00 -2.0692294e+00 -2.5821779e+00
  7.9756725e-01 -1.0059788e+00 -1.5794730e+00 -1.0858116e+00]",aman
1426,"[ 6.4476044e+02  1.4651443e+02 -9.8202848e+00  8.8505783e+00
  2.2883564e+01 -1.2230857e+01  4.0734811e+00  9.9609852e+00
 -1.7128883e+01 -6.3170023e+00  6.4027095e+00 -6.8058558e+00
 -1.6080414e+00  4.3190436e+00 -6.4464970e+00 -2.7084000e+00
  3.2977843e+00 -5.3781595e+00 -7.7705932e+00 -3.8643353e+00
 -2.7805126e+00 -3.0556464e-01 -5.5638498e-01 -1.8566720e+00
  5.6816524e-01  9.3703455e-01  2.5322175e+00  5.8528385e+00
  2.0910177e+00 -5.0660336e-01  2.9747150e+00  1.6688066e+00
 -3.2627693e-01  2.2810178e+00  1.3897262e+00  2.5836968e-01
  2.8805585e+00  1.7046518e+00 -1.0809693e+00 -8.2151264e-01]",aman
1427,"[-3.7742932e+02  1.4612141e+02 -8.7663164e+00  8.4939947e+00
  2.2588694e+01 -1.1628241e+01  3.8804278e+00  9.5973272e+00
 -1.6847820e+01 -6.4041986e+00  6.2583270e+00 -6.5428100e+00
 -1.7020620e+00  4.2434983e+00 -6.1242557e+00 -2.7708316e+00
  3.1600482e+00 -5.1064696e+00 -7.7847781e+00 -4.0530548e+00
 -2.6415806e+00 -3.0482647e-01 -6.9621706e-01 -1.7821430e+00
  5.5816329e-01  9.0077507e-01  2.6865063e+00  5.8469901e+00
  2.0065484e+00 -3.9454365e-01  2.9728880e+00  1.5541037e+00
 -2.9684266e-01  2.2665482e+00  1.3483988e+00  3.4835634e-01
  2.8639126e+00  1.6098027e+00 -1.0354838e+00 -8.6784780e-01]",aman
1428,"[-3.7807803e+02  1.4694960e+02 -9.0010633e+00  8.5676994e+00
  2.2781466e+01 -1.1714456e+01  3.9698184e+00  9.7421064e+00
 -1.6885601e+01 -6.3325019e+00  6.3683996e+00 -6.5617728e+00
 -1.6906241e+00  4.2086086e+00 -6.2449536e+00 -2.7818644e+00
  3.1606810e+00 -5.1732874e+00 -7.7612858e+00 -3.9985096e+00
 -2.5964541e+00 -1.6578403e-01 -6.1681110e-01 -1.8588340e+00
  5.0246161e-01  8.9972013e-01  2.7184360e+00  5.9658270e+00
  2.0971940e+00 -4.0786555e-01  2.9813895e+00  1.6092638e+00
 -2.7166641e-01  2.2471278e+00  1.3111855e+00  3.5738179e-01
  2.9160252e+00  1.6321917e+00 -1.0044625e+00 -7.9867029e-01]",aman
1429,"[-4.2121646e+02  2.3149448e+02 -4.7240601e+01  9.8014221e+00
  3.1428127e+01 -2.9547657e+01  1.0399612e+01  1.1618813e+01
 -3.3210163e+01 -3.3047500e+00  7.1162896e+00 -1.6362679e+01
  1.6884415e+00  3.6174653e+00 -1.2037251e+01  1.4887356e+00
  2.0118504e+00 -8.9977016e+00 -5.4190831e+00 -8.7516994e+00
 -6.7156615e+00  1.5435888e+00 -5.9226298e+00 -4.0737829e+00
  4.3985329e+00 -2.4136147e+00  1.3922741e+00  8.6461782e+00
 -2.1640196e+00 -2.6675727e+00  4.7889266e+00 -2.5128499e-01
  9.4539768e-01  5.1557317e+00 -7.4240392e-01 -3.2791889e-01
  3.0796459e+00 -1.0703520e+00 -2.4750309e+00 -2.7872729e+00]",aman
1430,"[-3.8128268e+02  1.4844516e+02 -6.0219693e+00  9.6109161e+00
  2.5997318e+01 -1.1130042e+01  2.6040509e+00  1.5651178e+01
 -1.2013462e+01 -9.5332241e+00  5.1961226e+00 -5.8046932e+00
 -3.6399195e+00  5.4438148e+00 -3.7923319e+00 -4.5592732e+00
  2.3953261e+00 -1.1571577e+00 -1.8065683e+00 -2.5644727e+00
 -8.8229923e+00 -4.2975287e+00  1.0082740e+00 -3.8997931e+00
 -1.7445970e+00  2.0717928e+00 -3.6301141e+00 -1.7463572e+00
  5.6199718e+00  2.6262579e+00  4.0147758e-01  3.7388115e+00
  1.8935647e+00  2.6999193e-01  2.6913910e+00  1.5865748e+00
 -1.0353660e-01  1.1663016e+00  1.2619518e+00  1.4146373e+00]",aman
1431,"[-3.76205048e+02  1.45702637e+02 -1.08542137e+01  4.96026230e+00
  2.13610268e+01 -1.12616825e+01  1.37619746e+00  5.37500429e+00
 -1.74068680e+01 -3.09587860e+00  8.33234215e+00 -6.77203321e+00
 -1.36579800e+00  4.09026432e+00 -7.03179169e+00 -2.03177285e+00
  1.04998016e+00 -1.07715530e+01 -5.76547527e+00  3.94078445e+00
 -1.95833540e+00 -2.35891867e+00  2.49480653e+00  2.47886926e-01
  2.37917233e+00  6.29643822e+00  1.82384133e+00 -9.61038828e-01
  1.32284606e+00  1.49068260e+00  1.10294282e+00  1.59693968e+00
  1.30544937e+00  1.26930249e+00  9.06219602e-01 -5.42973459e-01
 -1.83789802e+00 -2.25407243e+00 -1.37879598e+00 -6.24083281e-01]",aman
1432,"[-3.8134781e+02  1.4390675e+02 -6.3567119e+00  8.7683640e+00
  2.1670206e+01 -1.1137251e+01  3.9420893e+00  9.2488337e+00
 -1.6550297e+01 -6.4011154e+00  6.1341615e+00 -6.3393931e+00
 -1.8476160e+00  4.1541004e+00 -5.9629416e+00 -3.1606791e+00
  2.8042696e+00 -4.8931599e+00 -7.8892322e+00 -4.4719782e+00
 -2.8421996e+00 -6.2667859e-01 -1.0760744e+00 -1.8825744e+00
  3.6291668e-01  4.8259878e-01  2.3145382e+00  5.4339428e+00
  1.6047647e+00 -4.4496566e-01  3.2305312e+00  1.8833114e+00
  6.3667640e-02  2.5205047e+00  1.3409317e+00  3.1075579e-01
  2.9908104e+00  1.6830029e+00 -1.0762250e+00 -8.1056768e-01]",aman
1433,"[ 5.7632660e+02  2.0037532e+02 -3.6643501e+01  1.4865283e+01
  3.8710159e+01 -2.3160273e+01  2.1315221e-01  7.0074677e+00
 -2.6492577e+01 -2.7176969e+00  8.5600252e+00 -1.1170993e+01
  1.8353821e+00  3.9460571e+00 -1.0598203e+01 -8.0654103e-01
 -1.6312188e+00 -1.2645798e+01 -4.9795423e+00 -4.4652734e+00
 -7.7446856e+00  5.6416899e-01 -9.8657656e-01 -3.6286271e+00
  2.7213726e+00  1.3517897e-01 -1.3888034e+00  3.7764006e+00
  1.0123804e+00  7.0844330e-02  2.7779534e+00 -1.4609967e+00
 -1.5547976e+00  1.8083962e+00 -1.0165279e+00 -5.3090996e-01
  1.5144876e+00 -1.7451841e+00 -1.7475458e+00 -6.5629059e-01]",aman
1434,"[-4.4828564e+02  2.0074635e+02 -3.3120300e+01  1.3248305e+01
  3.7667999e+01 -2.1271076e+01 -4.4052958e-01  6.3284283e+00
 -2.5706900e+01 -3.3975766e+00  8.4623919e+00 -1.0380134e+01
  1.1380996e+00  3.8279467e+00 -9.8773909e+00 -1.2761700e+00
 -1.8098019e+00 -1.2351197e+01 -5.4835982e+00 -4.5373020e+00
 -7.4086080e+00  4.7791567e-01 -7.3182791e-01 -3.5300140e+00
  2.3519938e+00  3.2516775e-01 -1.2297002e+00  3.5224912e+00
  1.1268331e+00  1.2135146e-01  2.6564481e+00 -1.2955393e+00
 -1.6084862e+00  1.6836342e+00 -8.6580867e-01 -5.5575198e-01
  1.6006927e+00 -1.5650978e+00 -2.0014687e+00 -6.7739487e-01]",aman
1435,"[-4.4872656e+02  2.0100322e+02 -3.3392738e+01  1.3316589e+01
  3.7761810e+01 -2.1272921e+01 -3.1205669e-01  6.3000183e+00
 -2.5768837e+01 -3.3514946e+00  8.4212866e+00 -1.0392401e+01
  1.2152604e+00  3.8313980e+00 -9.8608141e+00 -1.2324823e+00
 -1.8475722e+00 -1.2336627e+01 -5.4343934e+00 -4.5697408e+00
 -7.4001961e+00  4.8058358e-01 -8.0520278e-01 -3.5216625e+00
  2.3702691e+00  2.6833454e-01 -1.2147800e+00  3.5640018e+00
  1.1221949e+00  1.5702802e-01  2.6737537e+00 -1.3215934e+00
 -1.5959188e+00  1.6671342e+00 -9.1900808e-01 -5.6422061e-01
  1.5952402e+00 -1.5535761e+00 -1.9600917e+00 -6.9445658e-01]",aman
1436,"[-4.5332571e+02  2.0229041e+02 -3.9699867e+01  2.7935602e+01
  4.5184460e+01 -2.8333277e+01  1.3053997e+00  8.6047087e+00
 -2.8776863e+01 -2.2478573e+00  6.7219100e+00 -1.5331839e+01
  1.7057134e+00  4.4281874e+00 -1.0698987e+01  7.0891786e-01
 -2.8214234e-01 -1.0809559e+01 -3.1152680e+00 -4.9751649e+00
 -8.3948917e+00  1.2285191e+00  7.5292587e-01 -6.6910636e-01
  3.8187339e+00 -1.3259842e+00 -3.0236142e+00  1.0391155e+00
 -1.9325143e+00 -9.8166567e-01  1.4412097e+00 -3.5978317e+00
 -3.6633587e+00 -1.2497016e+00 -3.3288658e+00 -1.2018049e+00
  9.4991082e-01 -4.8946407e-01  2.0070543e+00  3.1169443e+00]",aman
1437,"[-4.5227304e+02  2.0033223e+02 -2.9172009e+01  1.2302257e+01
  4.0835754e+01 -1.7424170e+01  1.0867685e+00  1.2687349e+01
 -2.3629307e+01 -8.9482489e+00  7.1328464e+00 -1.0855659e+01
 -6.6838098e-01  6.8682680e+00 -8.5971832e+00 -1.4991570e+00
  3.3827782e+00 -9.1267900e+00 -4.7901115e+00 -2.6826289e+00
 -1.1805832e+01 -5.0009708e+00 -3.9646694e-01 -6.6517606e+00
 -1.4483736e+00  1.8389478e+00 -3.4301848e+00  1.5159006e-01
  2.2573340e+00 -1.8398007e+00  1.4044628e+00  3.4180856e+00
 -2.3851711e-01  6.9368726e-01  1.1675310e+00 -1.3160030e+00
 -3.3125660e-01  2.3922607e-01 -5.3507239e-01  6.0967863e-01]",aman
1438,"[-4.5239294e+02  2.0746458e+02 -3.8326355e+01  1.0640548e+01
  3.7670544e+01 -2.5647873e+01 -4.9208164e+00  5.1756020e+00
 -2.4663984e+01  4.3965194e-01  1.1478542e+01 -1.1654471e+01
  2.9789375e-02  3.7866707e+00 -1.2586390e+01 -4.2716851e+00
 -3.2840469e+00 -1.3482201e+01 -2.9542923e+00  8.9175409e-01
 -5.2430072e+00  1.0826360e+00  1.5669075e+00 -2.4151568e+00
  2.9435070e+00  2.3105459e+00 -6.9450480e-01  2.6299624e+00
  1.5381201e-01 -2.5386097e+00  7.0648724e-01  8.0148079e-02
 -6.3617426e-01  8.3324021e-01 -1.5249825e+00 -2.3589416e+00
 -1.2756225e+00 -2.6311827e+00 -1.8085250e+00 -5.6606644e-01]",aman
1439,"[-4.5344241e+02  2.0195435e+02 -3.2587921e+01  1.3151130e+01
  3.7446781e+01 -2.1554968e+01 -4.8300651e-01  6.2711101e+00
 -2.5936548e+01 -3.5385044e+00  8.5126305e+00 -1.0196719e+01
  1.2379003e+00  3.6828141e+00 -9.9365063e+00 -1.1395530e+00
 -1.8861580e+00 -1.2629387e+01 -5.5975833e+00 -4.4765010e+00
 -7.3789897e+00  3.9502475e-01 -8.0392635e-01 -3.5043406e+00
  2.2822509e+00  1.1199162e-01 -1.3582345e+00  3.4615586e+00
  1.0081633e+00  3.8270753e-02  2.6640241e+00 -1.2264870e+00
 -1.5018530e+00  1.7575328e+00 -8.3044630e-01 -5.5609226e-01
  1.5193061e+00 -1.6279194e+00 -1.9938664e+00 -7.2464752e-01]",aman
1440,"[ 5.6683911e+02  2.0564079e+02 -4.3846710e+01  1.8186985e+01
  4.2377670e+01 -2.6767256e+01  1.8536499e+00  1.1729375e+01
 -2.6366978e+01 -4.0786357e+00  5.7928557e+00 -1.5346061e+01
  4.5236209e-01  4.5547924e+00 -1.0082694e+01  1.1775471e-01
 -7.1995628e-01 -1.2068747e+01 -5.3911777e+00 -5.5923266e+00
 -7.3268228e+00  1.1527582e+00 -2.0447252e+00 -4.1366553e+00
  2.0093744e+00 -1.8046193e+00 -7.4981123e-01  6.1698928e+00
  6.1404604e-01 -1.2959412e+00  3.1803861e+00 -9.2004752e-01
 -1.4908357e+00  2.1118724e+00 -7.5300437e-01  2.6290076e-02
  3.0986066e+00  3.9967779e-02 -1.6258918e+00 -2.2894974e+00]",aman
1441,"[-4.5823343e+02  2.0643867e+02 -4.0749363e+01  1.6597425e+01
  4.1660954e+01 -2.5115234e+01  1.1516960e+00  1.1256169e+01
 -2.5590395e+01 -4.7614145e+00  5.7542009e+00 -1.4627411e+01
 -2.1121812e-01  4.5945678e+00 -9.3730326e+00 -4.3423411e-01
 -8.7445915e-01 -1.1713421e+01 -5.8048496e+00 -5.5529032e+00
 -7.0150132e+00  9.0569341e-01 -1.8745868e+00 -4.0263920e+00
  1.5983489e+00 -1.6688274e+00 -5.8801216e-01  5.9252453e+00
  7.8277338e-01 -1.1687760e+00  3.0285096e+00 -7.8635067e-01
 -1.4919562e+00  1.9600744e+00 -6.8285674e-01 -1.1555906e-02
  3.1867132e+00  2.8465495e-01 -1.8121951e+00 -2.4117725e+00]",aman
